image_id,path,label,generator,content_id,caption_id,caption,caption_method,seed
data/aigc_stage_a/real/000226.jpg,data/aigc_stage_a/real/000226.jpg,0,real,aigc_226,4,an image featuring a woman with long hair and a green dress,featuring,
data/aigc_stage_a/SDXL/000667.jpg,data/aigc_stage_a/SDXL/000667.jpg,1,SDXL,aigc_667,0,a yellow train traveling down the tracks,blip_base,
data/aigc_stage_a/SDXL/000667.jpg,data/aigc_stage_a/SDXL/000667.jpg,1,SDXL,aigc_667,1,an image depicting a yellow train traveling down the tracks,depicting,
data/aigc_stage_a/SDXL/000667.jpg,data/aigc_stage_a/SDXL/000667.jpg,1,SDXL,aigc_667,2,a scene showing a yellow train traveling down the tracks,scene,
data/aigc_stage_a/SDXL/000667.jpg,data/aigc_stage_a/SDXL/000667.jpg,1,SDXL,aigc_667,3,a detailed view of a yellow train traveling down the tracks,detailed,
data/aigc_stage_a/SDXL/000667.jpg,data/aigc_stage_a/SDXL/000667.jpg,1,SDXL,aigc_667,4,an image featuring a yellow train traveling down the tracks,featuring,
data/aigc_stage_a/real/000254.jpg,data/aigc_stage_a/real/000254.jpg,0,real,aigc_254,0,a rabbit is sitting in the grass,blip_base,
data/aigc_stage_a/real/000254.jpg,data/aigc_stage_a/real/000254.jpg,0,real,aigc_254,1,an image depicting a rabbit is sitting in the grass,depicting,
data/aigc_stage_a/real/000254.jpg,data/aigc_stage_a/real/000254.jpg,0,real,aigc_254,2,a scene showing a rabbit is sitting in the grass,scene,
data/aigc_stage_a/real/000254.jpg,data/aigc_stage_a/real/000254.jpg,0,real,aigc_254,3,a detailed view of a rabbit is sitting in the grass,detailed,
data/aigc_stage_a/real/000254.jpg,data/aigc_stage_a/real/000254.jpg,0,real,aigc_254,4,an image featuring a rabbit is sitting in the grass,featuring,
data/aigc_stage_a/real/000190.jpg,data/aigc_stage_a/real/000190.jpg,0,real,aigc_190,0,two men in red and white suits riding a motorcycle,blip_base,
data/aigc_stage_a/real/000190.jpg,data/aigc_stage_a/real/000190.jpg,0,real,aigc_190,1,an image depicting two men in red and white suits riding a motorcycle,depicting,
data/aigc_stage_a/real/000190.jpg,data/aigc_stage_a/real/000190.jpg,0,real,aigc_190,2,a scene showing two men in red and white suits riding a motorcycle,scene,
data/aigc_stage_a/real/000190.jpg,data/aigc_stage_a/real/000190.jpg,0,real,aigc_190,3,a detailed view of two men in red and white suits riding a motorcycle,detailed,
data/aigc_stage_a/real/000190.jpg,data/aigc_stage_a/real/000190.jpg,0,real,aigc_190,4,an image featuring two men in red and white suits riding a motorcycle,featuring,
data/aigc_stage_a/SD14/000697.jpg,data/aigc_stage_a/SD14/000697.jpg,1,SD14,aigc_697,0,a shark swimming in the ocean,blip_base,
data/aigc_stage_a/SD14/000697.jpg,data/aigc_stage_a/SD14/000697.jpg,1,SD14,aigc_697,1,an image depicting a shark swimming in the ocean,depicting,
data/aigc_stage_a/SD14/000697.jpg,data/aigc_stage_a/SD14/000697.jpg,1,SD14,aigc_697,2,a scene showing a shark swimming in the ocean,scene,
data/aigc_stage_a/SD14/000697.jpg,data/aigc_stage_a/SD14/000697.jpg,1,SD14,aigc_697,3,a detailed view of a shark swimming in the ocean,detailed,
data/aigc_stage_a/SD14/000697.jpg,data/aigc_stage_a/SD14/000697.jpg,1,SD14,aigc_697,4,an image featuring a shark swimming in the ocean,featuring,
data/aigc_stage_a/real/000108.jpg,data/aigc_stage_a/real/000108.jpg,0,real,aigc_108,0,a woman walking down the street with an umbrella,blip_base,
data/aigc_stage_a/real/000108.jpg,data/aigc_stage_a/real/000108.jpg,0,real,aigc_108,1,an image depicting a woman walking down the street with an umbrella,depicting,
data/aigc_stage_a/real/000108.jpg,data/aigc_stage_a/real/000108.jpg,0,real,aigc_108,2,a scene showing a woman walking down the street with an umbrella,scene,
data/aigc_stage_a/real/000108.jpg,data/aigc_stage_a/real/000108.jpg,0,real,aigc_108,3,a detailed view of a woman walking down the street with an umbrella,detailed,
data/aigc_stage_a/real/000108.jpg,data/aigc_stage_a/real/000108.jpg,0,real,aigc_108,4,an image featuring a woman walking down the street with an umbrella,featuring,
data/aigc_stage_a/VQDM/000029.jpg,data/aigc_stage_a/VQDM/000029.jpg,1,VQDM,aigc_29,0,a man holding a largemouth fish,blip_base,
data/aigc_stage_a/VQDM/000029.jpg,data/aigc_stage_a/VQDM/000029.jpg,1,VQDM,aigc_29,1,an image depicting a man holding a largemouth fish,depicting,
data/aigc_stage_a/VQDM/000029.jpg,data/aigc_stage_a/VQDM/000029.jpg,1,VQDM,aigc_29,2,a scene showing a man holding a largemouth fish,scene,
data/aigc_stage_a/VQDM/000029.jpg,data/aigc_stage_a/VQDM/000029.jpg,1,VQDM,aigc_29,3,a detailed view of a man holding a largemouth fish,detailed,
data/aigc_stage_a/VQDM/000029.jpg,data/aigc_stage_a/VQDM/000029.jpg,1,VQDM,aigc_29,4,an image featuring a man holding a largemouth fish,featuring,
data/aigc_stage_a/real/000074.jpg,data/aigc_stage_a/real/000074.jpg,0,real,aigc_74,0,three people walking with umbrellas under a tree,blip_base,
data/aigc_stage_a/real/000074.jpg,data/aigc_stage_a/real/000074.jpg,0,real,aigc_74,1,an image depicting three people walking with umbrellas under a tree,depicting,
data/aigc_stage_a/real/000074.jpg,data/aigc_stage_a/real/000074.jpg,0,real,aigc_74,2,a scene showing three people walking with umbrellas under a tree,scene,
data/aigc_stage_a/real/000074.jpg,data/aigc_stage_a/real/000074.jpg,0,real,aigc_74,3,a detailed view of three people walking with umbrellas under a tree,detailed,
data/aigc_stage_a/real/000074.jpg,data/aigc_stage_a/real/000074.jpg,0,real,aigc_74,4,an image featuring three people walking with umbrellas under a tree,featuring,
data/aigc_stage_a/GLIDE/000657.jpg,data/aigc_stage_a/GLIDE/000657.jpg,1,GLIDE,aigc_657,0,a shark swimming in the ocean,blip_base,
data/aigc_stage_a/GLIDE/000657.jpg,data/aigc_stage_a/GLIDE/000657.jpg,1,GLIDE,aigc_657,1,an image depicting a shark swimming in the ocean,depicting,
data/aigc_stage_a/GLIDE/000657.jpg,data/aigc_stage_a/GLIDE/000657.jpg,1,GLIDE,aigc_657,2,a scene showing a shark swimming in the ocean,scene,
data/aigc_stage_a/GLIDE/000657.jpg,data/aigc_stage_a/GLIDE/000657.jpg,1,GLIDE,aigc_657,3,a detailed view of a shark swimming in the ocean,detailed,
data/aigc_stage_a/GLIDE/000657.jpg,data/aigc_stage_a/GLIDE/000657.jpg,1,GLIDE,aigc_657,4,an image featuring a shark swimming in the ocean,featuring,
data/aigc_stage_a/DALLE2/000177.jpg,data/aigc_stage_a/DALLE2/000177.jpg,1,DALLE2,aigc_177,0,a kitchen with a black counter top,blip_base,
data/aigc_stage_a/DALLE2/000177.jpg,data/aigc_stage_a/DALLE2/000177.jpg,1,DALLE2,aigc_177,1,an image depicting a kitchen with a black counter top,depicting,
data/aigc_stage_a/DALLE2/000177.jpg,data/aigc_stage_a/DALLE2/000177.jpg,1,DALLE2,aigc_177,2,a scene showing a kitchen with a black counter top,scene,
data/aigc_stage_a/DALLE2/000177.jpg,data/aigc_stage_a/DALLE2/000177.jpg,1,DALLE2,aigc_177,3,a detailed view of a kitchen with a black counter top,detailed,
data/aigc_stage_a/DALLE2/000177.jpg,data/aigc_stage_a/DALLE2/000177.jpg,1,DALLE2,aigc_177,4,an image featuring a kitchen with a black counter top,featuring,
data/aigc_stage_a/real/000170.jpg,data/aigc_stage_a/real/000170.jpg,0,real,aigc_170,0,a model of a building with a red roof,blip_base,
data/aigc_stage_a/real/000170.jpg,data/aigc_stage_a/real/000170.jpg,0,real,aigc_170,1,an image depicting a model of a building with a red roof,depicting,
data/aigc_stage_a/real/000170.jpg,data/aigc_stage_a/real/000170.jpg,0,real,aigc_170,2,a scene showing a model of a building with a red roof,scene,
data/aigc_stage_a/real/000170.jpg,data/aigc_stage_a/real/000170.jpg,0,real,aigc_170,3,a detailed view of a model of a building with a red roof,detailed,
data/aigc_stage_a/real/000170.jpg,data/aigc_stage_a/real/000170.jpg,0,real,aigc_170,4,an image featuring a model of a building with a red roof,featuring,
data/aigc_stage_a/DALLE2/000007.jpg,data/aigc_stage_a/DALLE2/000007.jpg,1,DALLE2,aigc_7,0,a clock and a bicycle are on display,blip_base,
data/aigc_stage_a/DALLE2/000007.jpg,data/aigc_stage_a/DALLE2/000007.jpg,1,DALLE2,aigc_7,1,an image depicting a clock and a bicycle are on display,depicting,
data/aigc_stage_a/DALLE2/000007.jpg,data/aigc_stage_a/DALLE2/000007.jpg,1,DALLE2,aigc_7,2,a scene showing a clock and a bicycle are on display,scene,
data/aigc_stage_a/DALLE2/000007.jpg,data/aigc_stage_a/DALLE2/000007.jpg,1,DALLE2,aigc_7,3,a detailed view of a clock and a bicycle are on display,detailed,
data/aigc_stage_a/DALLE2/000007.jpg,data/aigc_stage_a/DALLE2/000007.jpg,1,DALLE2,aigc_7,4,an image featuring a clock and a bicycle are on display,featuring,
data/aigc_stage_a/BigGAN/000173.jpg,data/aigc_stage_a/BigGAN/000173.jpg,1,BigGAN,aigc_173,0,a dog and a cat are playing together,blip_base,
data/aigc_stage_a/BigGAN/000173.jpg,data/aigc_stage_a/BigGAN/000173.jpg,1,BigGAN,aigc_173,1,an image depicting a dog and a cat are playing together,depicting,
data/aigc_stage_a/BigGAN/000173.jpg,data/aigc_stage_a/BigGAN/000173.jpg,1,BigGAN,aigc_173,2,a scene showing a dog and a cat are playing together,scene,
data/aigc_stage_a/BigGAN/000173.jpg,data/aigc_stage_a/BigGAN/000173.jpg,1,BigGAN,aigc_173,3,a detailed view of a dog and a cat are playing together,detailed,
data/aigc_stage_a/BigGAN/000173.jpg,data/aigc_stage_a/BigGAN/000173.jpg,1,BigGAN,aigc_173,4,an image featuring a dog and a cat are playing together,featuring,
data/aigc_stage_a/real/000320.jpg,data/aigc_stage_a/real/000320.jpg,0,real,aigc_320,0,a plane flying over a city with tall buildings,blip_base,
data/aigc_stage_a/real/000320.jpg,data/aigc_stage_a/real/000320.jpg,0,real,aigc_320,1,an image depicting a plane flying over a city with tall buildings,depicting,
data/aigc_stage_a/real/000320.jpg,data/aigc_stage_a/real/000320.jpg,0,real,aigc_320,2,a scene showing a plane flying over a city with tall buildings,scene,
data/aigc_stage_a/real/000320.jpg,data/aigc_stage_a/real/000320.jpg,0,real,aigc_320,3,a detailed view of a plane flying over a city with tall buildings,detailed,
data/aigc_stage_a/real/000320.jpg,data/aigc_stage_a/real/000320.jpg,0,real,aigc_320,4,an image featuring a plane flying over a city with tall buildings,featuring,
data/aigc_stage_a/SD14/000663.jpg,data/aigc_stage_a/SD14/000663.jpg,1,SD14,aigc_663,0,a shark swimming in the ocean,blip_base,
data/aigc_stage_a/SD14/000663.jpg,data/aigc_stage_a/SD14/000663.jpg,1,SD14,aigc_663,1,an image depicting a shark swimming in the ocean,depicting,
data/aigc_stage_a/SD14/000663.jpg,data/aigc_stage_a/SD14/000663.jpg,1,SD14,aigc_663,2,a scene showing a shark swimming in the ocean,scene,
data/aigc_stage_a/SD14/000663.jpg,data/aigc_stage_a/SD14/000663.jpg,1,SD14,aigc_663,3,a detailed view of a shark swimming in the ocean,detailed,
data/aigc_stage_a/SD14/000663.jpg,data/aigc_stage_a/SD14/000663.jpg,1,SD14,aigc_663,4,an image featuring a shark swimming in the ocean,featuring,
data/aigc_stage_a/real/000280.jpg,data/aigc_stage_a/real/000280.jpg,0,real,aigc_280,0,a tennis player is about to hit the ball,blip_base,
data/aigc_stage_a/real/000280.jpg,data/aigc_stage_a/real/000280.jpg,0,real,aigc_280,1,an image depicting a tennis player is about to hit the ball,depicting,
data/aigc_stage_a/real/000280.jpg,data/aigc_stage_a/real/000280.jpg,0,real,aigc_280,2,a scene showing a tennis player is about to hit the ball,scene,
data/aigc_stage_a/real/000280.jpg,data/aigc_stage_a/real/000280.jpg,0,real,aigc_280,3,a detailed view of a tennis player is about to hit the ball,detailed,
data/aigc_stage_a/real/000280.jpg,data/aigc_stage_a/real/000280.jpg,0,real,aigc_280,4,an image featuring a tennis player is about to hit the ball,featuring,
data/aigc_stage_a/real/000210.jpg,data/aigc_stage_a/real/000210.jpg,0,real,aigc_210,0,a road with a stop sign and a stop sign,blip_base,
data/aigc_stage_a/real/000210.jpg,data/aigc_stage_a/real/000210.jpg,0,real,aigc_210,1,an image depicting a road with a stop sign and a stop sign,depicting,
data/aigc_stage_a/real/000210.jpg,data/aigc_stage_a/real/000210.jpg,0,real,aigc_210,2,a scene showing a road with a stop sign and a stop sign,scene,
data/aigc_stage_a/real/000210.jpg,data/aigc_stage_a/real/000210.jpg,0,real,aigc_210,3,a detailed view of a road with a stop sign and a stop sign,detailed,
data/aigc_stage_a/real/000210.jpg,data/aigc_stage_a/real/000210.jpg,0,real,aigc_210,4,an image featuring a road with a stop sign and a stop sign,featuring,
data/aigc_stage_a/real/000218.jpg,data/aigc_stage_a/real/000218.jpg,0,real,aigc_218,0,a plane parked at an airport,blip_base,
data/aigc_stage_a/real/000218.jpg,data/aigc_stage_a/real/000218.jpg,0,real,aigc_218,1,an image depicting a plane parked at an airport,depicting,
data/aigc_stage_a/real/000218.jpg,data/aigc_stage_a/real/000218.jpg,0,real,aigc_218,2,a scene showing a plane parked at an airport,scene,
data/aigc_stage_a/real/000218.jpg,data/aigc_stage_a/real/000218.jpg,0,real,aigc_218,3,a detailed view of a plane parked at an airport,detailed,
data/aigc_stage_a/real/000218.jpg,data/aigc_stage_a/real/000218.jpg,0,real,aigc_218,4,an image featuring a plane parked at an airport,featuring,
data/aigc_stage_a/real/000276.jpg,data/aigc_stage_a/real/000276.jpg,0,real,aigc_276,0,a river in the snow,blip_base,
data/aigc_stage_a/real/000276.jpg,data/aigc_stage_a/real/000276.jpg,0,real,aigc_276,1,an image depicting a river in the snow,depicting,
data/aigc_stage_a/real/000276.jpg,data/aigc_stage_a/real/000276.jpg,0,real,aigc_276,2,a scene showing a river in the snow,scene,
data/aigc_stage_a/real/000276.jpg,data/aigc_stage_a/real/000276.jpg,0,real,aigc_276,3,a detailed view of a river in the snow,detailed,
data/aigc_stage_a/real/000276.jpg,data/aigc_stage_a/real/000276.jpg,0,real,aigc_276,4,an image featuring a river in the snow,featuring,
data/aigc_stage_a/real/000128.jpg,data/aigc_stage_a/real/000128.jpg,0,real,aigc_128,0,a cat laying on top of a table,blip_base,
data/aigc_stage_a/real/000128.jpg,data/aigc_stage_a/real/000128.jpg,0,real,aigc_128,1,an image depicting a cat laying on top of a table,depicting,
data/aigc_stage_a/real/000128.jpg,data/aigc_stage_a/real/000128.jpg,0,real,aigc_128,2,a scene showing a cat laying on top of a table,scene,
data/aigc_stage_a/real/000128.jpg,data/aigc_stage_a/real/000128.jpg,0,real,aigc_128,3,a detailed view of a cat laying on top of a table,detailed,
data/aigc_stage_a/real/000128.jpg,data/aigc_stage_a/real/000128.jpg,0,real,aigc_128,4,an image featuring a cat laying on top of a table,featuring,
data/aigc_stage_a/real/000022.jpg,data/aigc_stage_a/real/000022.jpg,0,real,aigc_22,0,a man in a green shirt and a white shirt,blip_base,
data/aigc_stage_a/real/000022.jpg,data/aigc_stage_a/real/000022.jpg,0,real,aigc_22,1,an image depicting a man in a green shirt and a white shirt,depicting,
data/aigc_stage_a/real/000022.jpg,data/aigc_stage_a/real/000022.jpg,0,real,aigc_22,2,a scene showing a man in a green shirt and a white shirt,scene,
data/aigc_stage_a/real/000022.jpg,data/aigc_stage_a/real/000022.jpg,0,real,aigc_22,3,a detailed view of a man in a green shirt and a white shirt,detailed,
data/aigc_stage_a/real/000022.jpg,data/aigc_stage_a/real/000022.jpg,0,real,aigc_22,4,an image featuring a man in a green shirt and a white shirt,featuring,
data/aigc_stage_a/real/000142.jpg,data/aigc_stage_a/real/000142.jpg,0,real,aigc_142,0,two zebras drinking water from a river,blip_base,
data/aigc_stage_a/real/000142.jpg,data/aigc_stage_a/real/000142.jpg,0,real,aigc_142,1,an image depicting two zebras drinking water from a river,depicting,
data/aigc_stage_a/real/000142.jpg,data/aigc_stage_a/real/000142.jpg,0,real,aigc_142,2,a scene showing two zebras drinking water from a river,scene,
data/aigc_stage_a/real/000142.jpg,data/aigc_stage_a/real/000142.jpg,0,real,aigc_142,3,a detailed view of two zebras drinking water from a river,detailed,
data/aigc_stage_a/real/000142.jpg,data/aigc_stage_a/real/000142.jpg,0,real,aigc_142,4,an image featuring two zebras drinking water from a river,featuring,
data/aigc_stage_a/ADM/000171.png,data/aigc_stage_a/ADM/000171.png,1,ADM,aigc_171,0,a largemouth fish caught on the banks of the river,blip_base,
data/aigc_stage_a/ADM/000171.png,data/aigc_stage_a/ADM/000171.png,1,ADM,aigc_171,1,an image depicting a largemouth fish caught on the banks of the river,depicting,
data/aigc_stage_a/ADM/000171.png,data/aigc_stage_a/ADM/000171.png,1,ADM,aigc_171,2,a scene showing a largemouth fish caught on the banks of the river,scene,
data/aigc_stage_a/ADM/000171.png,data/aigc_stage_a/ADM/000171.png,1,ADM,aigc_171,3,a detailed view of a largemouth fish caught on the banks of the river,detailed,
data/aigc_stage_a/ADM/000171.png,data/aigc_stage_a/ADM/000171.png,1,ADM,aigc_171,4,an image featuring a largemouth fish caught on the banks of the river,featuring,
data/aigc_stage_a/VQDM/000709.jpg,data/aigc_stage_a/VQDM/000709.jpg,1,VQDM,aigc_709,0,a large white whale is seen in the ocean,blip_base,
data/aigc_stage_a/VQDM/000709.jpg,data/aigc_stage_a/VQDM/000709.jpg,1,VQDM,aigc_709,1,an image depicting a large white whale is seen in the ocean,depicting,
data/aigc_stage_a/VQDM/000709.jpg,data/aigc_stage_a/VQDM/000709.jpg,1,VQDM,aigc_709,2,a scene showing a large white whale is seen in the ocean,scene,
data/aigc_stage_a/VQDM/000709.jpg,data/aigc_stage_a/VQDM/000709.jpg,1,VQDM,aigc_709,3,a detailed view of a large white whale is seen in the ocean,detailed,
data/aigc_stage_a/VQDM/000709.jpg,data/aigc_stage_a/VQDM/000709.jpg,1,VQDM,aigc_709,4,an image featuring a large white whale is seen in the ocean,featuring,
data/aigc_stage_a/Midjourney/000013.jpg,data/aigc_stage_a/Midjourney/000013.jpg,1,Midjourney,aigc_13,0,a large fish swimming in the ocean,blip_base,
data/aigc_stage_a/Midjourney/000013.jpg,data/aigc_stage_a/Midjourney/000013.jpg,1,Midjourney,aigc_13,1,an image depicting a large fish swimming in the ocean,depicting,
data/aigc_stage_a/Midjourney/000013.jpg,data/aigc_stage_a/Midjourney/000013.jpg,1,Midjourney,aigc_13,2,a scene showing a large fish swimming in the ocean,scene,
data/aigc_stage_a/Midjourney/000013.jpg,data/aigc_stage_a/Midjourney/000013.jpg,1,Midjourney,aigc_13,3,a detailed view of a large fish swimming in the ocean,detailed,
data/aigc_stage_a/Midjourney/000013.jpg,data/aigc_stage_a/Midjourney/000013.jpg,1,Midjourney,aigc_13,4,an image featuring a large fish swimming in the ocean,featuring,
data/aigc_stage_a/Midjourney/000693.jpg,data/aigc_stage_a/Midjourney/000693.jpg,1,Midjourney,aigc_693,0,a porl is standing in the grass,blip_base,
data/aigc_stage_a/Midjourney/000693.jpg,data/aigc_stage_a/Midjourney/000693.jpg,1,Midjourney,aigc_693,1,an image depicting a porl is standing in the grass,depicting,
data/aigc_stage_a/Midjourney/000693.jpg,data/aigc_stage_a/Midjourney/000693.jpg,1,Midjourney,aigc_693,2,a scene showing a porl is standing in the grass,scene,
data/aigc_stage_a/Midjourney/000693.jpg,data/aigc_stage_a/Midjourney/000693.jpg,1,Midjourney,aigc_693,3,a detailed view of a porl is standing in the grass,detailed,
data/aigc_stage_a/Midjourney/000693.jpg,data/aigc_stage_a/Midjourney/000693.jpg,1,Midjourney,aigc_693,4,an image featuring a porl is standing in the grass,featuring,
data/aigc_stage_a/DALLE2/000619.jpg,data/aigc_stage_a/DALLE2/000619.jpg,1,DALLE2,aigc_619,0,a bathroom with a sink and a window,blip_base,
data/aigc_stage_a/DALLE2/000619.jpg,data/aigc_stage_a/DALLE2/000619.jpg,1,DALLE2,aigc_619,1,an image depicting a bathroom with a sink and a window,depicting,
data/aigc_stage_a/DALLE2/000619.jpg,data/aigc_stage_a/DALLE2/000619.jpg,1,DALLE2,aigc_619,2,a scene showing a bathroom with a sink and a window,scene,
data/aigc_stage_a/DALLE2/000619.jpg,data/aigc_stage_a/DALLE2/000619.jpg,1,DALLE2,aigc_619,3,a detailed view of a bathroom with a sink and a window,detailed,
data/aigc_stage_a/DALLE2/000619.jpg,data/aigc_stage_a/DALLE2/000619.jpg,1,DALLE2,aigc_619,4,an image featuring a bathroom with a sink and a window,featuring,
data/aigc_stage_a/ADM/000681.png,data/aigc_stage_a/ADM/000681.png,1,ADM,aigc_681,0,a small bird walking on the ground,blip_base,
data/aigc_stage_a/ADM/000681.png,data/aigc_stage_a/ADM/000681.png,1,ADM,aigc_681,1,an image depicting a small bird walking on the ground,depicting,
data/aigc_stage_a/ADM/000681.png,data/aigc_stage_a/ADM/000681.png,1,ADM,aigc_681,2,a scene showing a small bird walking on the ground,scene,
data/aigc_stage_a/ADM/000681.png,data/aigc_stage_a/ADM/000681.png,1,ADM,aigc_681,3,a detailed view of a small bird walking on the ground,detailed,
data/aigc_stage_a/ADM/000681.png,data/aigc_stage_a/ADM/000681.png,1,ADM,aigc_681,4,an image featuring a small bird walking on the ground,featuring,
data/aigc_stage_a/real/000000.jpg,data/aigc_stage_a/real/000000.jpg,0,real,aigc_0,0,a baby sleeping in a wooden bed with a teddy bear,blip_base,
data/aigc_stage_a/real/000000.jpg,data/aigc_stage_a/real/000000.jpg,0,real,aigc_0,1,an image depicting a baby sleeping in a wooden bed with a teddy bear,depicting,
data/aigc_stage_a/real/000000.jpg,data/aigc_stage_a/real/000000.jpg,0,real,aigc_0,2,a scene showing a baby sleeping in a wooden bed with a teddy bear,scene,
data/aigc_stage_a/real/000000.jpg,data/aigc_stage_a/real/000000.jpg,0,real,aigc_0,3,a detailed view of a baby sleeping in a wooden bed with a teddy bear,detailed,
data/aigc_stage_a/real/000000.jpg,data/aigc_stage_a/real/000000.jpg,0,real,aigc_0,4,an image featuring a baby sleeping in a wooden bed with a teddy bear,featuring,
data/aigc_stage_a/real/000384.jpg,data/aigc_stage_a/real/000384.jpg,0,real,aigc_384,0,a large yellow fish swimming in the water,blip_base,
data/aigc_stage_a/real/000384.jpg,data/aigc_stage_a/real/000384.jpg,0,real,aigc_384,1,an image depicting a large yellow fish swimming in the water,depicting,
data/aigc_stage_a/real/000384.jpg,data/aigc_stage_a/real/000384.jpg,0,real,aigc_384,2,a scene showing a large yellow fish swimming in the water,scene,
data/aigc_stage_a/real/000384.jpg,data/aigc_stage_a/real/000384.jpg,0,real,aigc_384,3,a detailed view of a large yellow fish swimming in the water,detailed,
data/aigc_stage_a/real/000384.jpg,data/aigc_stage_a/real/000384.jpg,0,real,aigc_384,4,an image featuring a large yellow fish swimming in the water,featuring,
data/aigc_stage_a/Midjourney/000183.jpg,data/aigc_stage_a/Midjourney/000183.jpg,1,Midjourney,aigc_183,0,a yellow fish swimming in the water,blip_base,
data/aigc_stage_a/Midjourney/000183.jpg,data/aigc_stage_a/Midjourney/000183.jpg,1,Midjourney,aigc_183,1,an image depicting a yellow fish swimming in the water,depicting,
data/aigc_stage_a/Midjourney/000183.jpg,data/aigc_stage_a/Midjourney/000183.jpg,1,Midjourney,aigc_183,2,a scene showing a yellow fish swimming in the water,scene,
data/aigc_stage_a/Midjourney/000183.jpg,data/aigc_stage_a/Midjourney/000183.jpg,1,Midjourney,aigc_183,3,a detailed view of a yellow fish swimming in the water,detailed,
data/aigc_stage_a/Midjourney/000183.jpg,data/aigc_stage_a/Midjourney/000183.jpg,1,Midjourney,aigc_183,4,an image featuring a yellow fish swimming in the water,featuring,
data/aigc_stage_a/real/000294.jpg,data/aigc_stage_a/real/000294.jpg,0,real,aigc_294,0,a young girl in a green jacket,blip_base,
data/aigc_stage_a/real/000294.jpg,data/aigc_stage_a/real/000294.jpg,0,real,aigc_294,1,an image depicting a young girl in a green jacket,depicting,
data/aigc_stage_a/real/000294.jpg,data/aigc_stage_a/real/000294.jpg,0,real,aigc_294,2,a scene showing a young girl in a green jacket,scene,
data/aigc_stage_a/real/000294.jpg,data/aigc_stage_a/real/000294.jpg,0,real,aigc_294,3,a detailed view of a young girl in a green jacket,detailed,
data/aigc_stage_a/real/000294.jpg,data/aigc_stage_a/real/000294.jpg,0,real,aigc_294,4,an image featuring a young girl in a green jacket,featuring,
data/aigc_stage_a/real/000188.jpg,data/aigc_stage_a/real/000188.jpg,0,real,aigc_188,0,a train car with graffiti on it ' s side,blip_base,
data/aigc_stage_a/real/000188.jpg,data/aigc_stage_a/real/000188.jpg,0,real,aigc_188,1,an image depicting a train car with graffiti on it ' s side,depicting,
data/aigc_stage_a/real/000188.jpg,data/aigc_stage_a/real/000188.jpg,0,real,aigc_188,2,a scene showing a train car with graffiti on it ' s side,scene,
data/aigc_stage_a/real/000188.jpg,data/aigc_stage_a/real/000188.jpg,0,real,aigc_188,3,a detailed view of a train car with graffiti on it ' s side,detailed,
data/aigc_stage_a/real/000188.jpg,data/aigc_stage_a/real/000188.jpg,0,real,aigc_188,4,an image featuring a train car with graffiti on it ' s side,featuring,
data/aigc_stage_a/real/000306.jpg,data/aigc_stage_a/real/000306.jpg,0,real,aigc_306,0,a man standing in a room with a camera,blip_base,
